SC NETWORK_ID LAT LON
122 WIS1098 41.05683333 28.781
122 WIS1248 41.01329167 28.81521667
123 WED2316 41.674697200000004 26.556697200000002
123 WIB0292 41.08941667 28.79627778
123 WIS1160 41.00234167 28.79795278
123 WIS1164 41.061325 28.80213333
123 WIS1816 40.9853 28.699125
124 WIS1160 41.00234167 28.79795278
124 WIS1816 40.9853 28.699125
124 WIS5225 40.954725 28.82368611
125 WED2316 41.674697200000004 26.556697200000002
125 WIB1482 41.07294444 28.78622222
125 WIS1830 41.00047222 28.69680556
125 WIS5179 41.00319444 28.83398611
126 WIS0098 41.04955556 28.79872222
126 WIS1420 40.96856111 28.79589444
126 WIS1830 41.00047222 28.69680556
127 WED2291 41.655425 26.6236472
127 WIS0408 41.0695167 28.902838899999995
127 WIS1164 41.061325 28.80213333
127 WIS1479 40.98667222 28.71466389
127 WIS1498 41.00841667 28.81397222
127 WIS1671 41.00053889 28.792975
128 WED0034 40.663211100000005 26.0714806
128 WIS0792 40.998000000000005 28.85714167
128 WIS1216 41.013000000000005 28.77800833
128 WIS1665 41.046580600000006 28.837252799999998
129 WED2316 41.674697200000004 26.556697200000002
129 WIS0294 41.01055556 28.77694444
129 WIS1006 41.05491111 28.82793056
129 WIS1693 40.97878333 28.73307778
130 WED2306 40.6145833 26.473666700000003
130 WIS1216 41.013000000000005 28.77800833
130 WIS1434 41.0680833 28.8924833
131 WED0063 40.966888899999994 26.634888899999996
131 WIS1665 41.046580600000006 28.837252799999998
131 WIS1693 40.97878333 28.73307778
131 WIS5185 41.00102778 28.80236111
132 WED2201 40.93231110000001 26.333019399999994
132 WIB9032 41.02501111 28.81504722
132 WIS0614 41.0041 28.84705278
132 WIS1216 41.013000000000005 28.77800833
133 WIS0298 40.9987 28.84893056
133 WIS1434 41.0680833 28.8924833
133 WIS1693 40.97878333 28.73307778
134 WED0061 40.867052799999996 26.44335
134 WIS0294 41.01055556 28.77694444
134 WIS1434 41.0680833 28.8924833
134 WIS1665 41.046580600000006 28.837252799999998
135 WIB0672 41.0960278 28.860972200000003
135 WIS0124 40.99266667 28.83649444
135 WIS0294 41.01055556 28.77694444
136 WED0034 40.663211100000005 26.0714806
136 WED0926 41.5440694 26.839130600000004
136 WIB0292 41.08941667 28.79627778
136 WIS1275 41.0954444 28.8748333
136 WIS1498 41.00841667 28.81397222
136 WIS1831 40.99031667 28.71055
137 WIS0278 41.0986889 28.859991700000002
137 WIS0829 41.01421111 28.83199722
137 WIS1372 41.06294444 28.80726944
137 WIS1698 40.98055556 28.71798611
138 WED0070 41.34875 26.7799167
138 WIS0865 40.99916667 28.83075
138 WIS1207 41.067 28.868000000000002
138 WIS5664 41.02053056 28.77011944
139 WED0027 40.721908299999996 26.084275
139 WIB9032 41.02501111 28.81504722
139 WIS1207 41.067 28.868000000000002
139 WIS1698 40.98055556 28.71798611
140 WED2318 41.657238899999996 26.5831
140 WIS1767 40.97940833 28.81924444
140 WIS1831 40.99031667 28.71055
140 WIS1897 41.06399999999999 28.840744399999995
140 WIS5651 41.02415833 28.79100833
141 WED0087 41.593475 26.687330600000003
141 WIB9010 41.03541389 28.78557222
141 WIS1167 41.06806944 28.83188889
141 WIS1831 40.99031667 28.71055
141 WIS5179 41.00319444 28.83398611
142 WIB9046 41.00285 28.82160556
142 WIS0536 41.063 28.8067
142 WIS1207 41.067 28.868000000000002
142 WIS1698 40.98055556 28.71798611
142 WIS5664 41.02053056 28.77011944
143 WED2318 41.657238899999996 26.5831
143 WIB9032 41.02501111 28.81504722
143 WIS0760 41.103930600000005 28.883122200000003
143 WIS5122 41.058361100000006 28.838472200000002
143 WIS5664 41.02053056 28.77011944
144 WED2319 41.668627799999996 26.591625
144 WIB0807 41.06480560000001 28.8430833
144 WIS1115 41.04412778 28.7825
144 WIS5064 41.01319722 28.69496667
144 WIS5283 40.99883333 28.78852778
144 WIS6103 41.11027778 28.7825
145 WED2305 41.6549722 26.713916700000002
145 WIB1293 41.08435556 28.81075278
145 WIS1539 40.99297222 28.79298333
145 WIS1898 41.02208333 28.69755556
146 WED0118 41.6775 26.552555600000005
146 WIB1322 41.080275 28.9104278
146 WIS1003 41.0019 28.83211667
146 WIS1873 40.98357778 28.71839444
147 WED0122 41.6585806 26.594330600000003
147 WIS1003 41.0019 28.83211667
147 WIS1873 40.98357778 28.71839444
147 WIS5534 41.095722200000004 28.864944399999995
147 WIS5770 41.0405 28.7905
148 WIS1003 41.0019 28.83211667
148 WIS1898 41.02208333 28.69755556
148 WIS5316 41.07921667 28.80230833
149 WED0007 41.653388899999996 26.584663899999995
149 WIB9069 41.0633667 28.843455600000006
149 WIS0689 40.99541111 28.7228
149 WIS1604 41.04421111 28.80968889
149 WIS5283 40.99883333 28.78852778
150 WED2319 41.668627799999996 26.591625
150 WIB0531 41.0804833 28.877441700000002
150 WIS1503 41.00331389 28.69593889
150 WIS1539 40.99297222 28.79298333
150 WIS5121 41.0495222 28.8349278
151 WIS1539 40.99297222 28.79298333
151 WIS5316 41.07921667 28.80230833
